Unnamed: 0,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary,source,label
,,,reliable,,"['indian', 'polic', 'regist', 'case', 'lead', 'businessman', 'shyam', 'bhartia', 'three', 'other', 'alleg', 'crimin', 'intimid', 'rape', 'aspir', 'bollywood', 'actress', 'bhartia', 'founder', 'chairman', 'jubil', 'bhartia', 'group', 'subsidiari', 'jubil', 'foodwork', 'largest', 'franchise', 'domino', 'pizza', 'outsid', 'us', 'woman', 'ca', 'name', 'indian', 'law', 'accus', 'bhartia', 'intox', 'brutal', 'rape', 'singapor', 'bhartia', 'deni', 'alleg', 'baseless', 'fals', 'disparag', 'file', 'bombay', 'stock', 'exchang', 'tuesday', 'compani', 'said', 'bhartia', 'would', 'fulli', 'cooper', 'investig', 'jubili', 'foodwork', 'respond', 'separ', 'bbc', 'request', 'comment', 'woman', 'said', 'first', 'complain', 'polic', 'num', 'novemb', 'num', 'case', 'regist', 'num', 'februari', 'order', 'bombay', 'high', 'court', 'heard', 'petit', 'petit', 'polic', 'complaint', 'seen', 'bbc', 'alleg', 'woman', 'first', 'met', 'bhartia', 'num', 'five', 'star', 'hotel', 'mumbai', 'allegedli', 'promis', 'introduc', 'peopl', 'could', 'help', 'career', 'entertain', 'industri', 'alleg', 'bhartia', 'agre', 'invest', 'film', 'project', 'ask', 'come', 'singapor', 'give', 'credit', 'card', 'detail', 'book', 'flight', 'ticket', 'petit', 'woman', 'also', 'alleg', 'made', 'video', 'rape', 'singapor', 'num', 'alleg', 'repeatedli', 'sexual', 'assault', 'bhartia', 'thereaft', 'year', 'compani', 'file', 'stock', 'exchang', 'jubili', 'foodwork', 'said', 'court', 'made', 'clear', 'gone', 'merit', 'complaint', 'rubbish', 'alleg', 'bhartia', 'say', 'made', 'clear', 'mala', 'fide', 'intent']",,,,rape case filed against domino's pizza franchise owner in india,"meryl sebastian, bbc news, kochi",,,,,,,1
,,,reliable,,"['doctor', 'indian', 'capit', 'delhi', 'perform', 'surgeri', 'num', 'boy', 'remov', 'parasit', 'twin', 'attach', 'abdomen', 'parasit', 'twin', 'underdevelop', 'conjoin', 'twin', 'reli', 'entir', 'host', 'twin', 'surviv', 'extrem', 'rare', 'less', 'one', 'case', 'occur', 'per', 'num', 'num', 'birth', 'teenag', 'fulli', 'develop', 'extra', 'set', 'limb', 'pelvi', 'sustain', 'chest', 'arteri', 'underw', 'surgeri', 'aiim', 'hospit', 'delhi', 'dr', 'asuri', 'krishna', 'led', 'team', 'specialist', 'said', 'surgeri', 'particularli', 'challeng', 'patient', 'age', 'num', 'num', 'case', 'parasit', 'twin', 'document', 'world', 'medic', 'literatur', 'case', 'surgeri', 'attempt', 'children', 'dr', 'krishna', 'told', 'bbc', 'insuffici', 'medic', 'literatur', 'guid', 'team', 'reli', 'intuit', 'skill', 'knowledg', 'ad', 'parasit', 'twin', 'form', 'one', 'foetu', 'partial', 'develop', 'attach', 'case', 'teenag', 'two', 'fulli', 'form', 'leg', 'buttock', 'extern', 'genitalia', 'weigh', 'nearli', 'num', 'kg', 'protrud', 'abdomen', 'remark', 'parasit', 'limb', 'could', 'feel', 'pain', 'touch', 'chang', 'temperatur', 'dr', 'krishna', 'said', 'first', 'thing', 'identifi', 'interconnect', 'parasit', 'host', 'twin', 'scan', 'doctor', 'found', 'parasit', 'twin', 'attach', 'teen', 'breastbon', 'suppli', 'blood', 'vessel', 'chest', 'much', 'connect', 'main', 'organ', 'like', 'liver', 'kidney', 'dr', 'krishna', 'said', 'ad', 'also', 'found', 'larg', 'cyst', 'teen', 'abdomen', 'surgeri', 'done', 'two', 'stage', 'first', 'remov', 'parasit', 'twin', 'extract', 'cystic', 'mass', 'surround', 'organ', 'team', 'doctor', 'includ', 'radiologist', 'anaesthetist', 'plastic', 'surgeon', 'complet', 'procedur', 'hour', 'mesh', 'share', 'blood', 'vessel', 'nerv', 'tissu', 'separ', 'care', 'taken', 'see', 'none', 'host', 'organ', 'tissu', 'damag', 'dr', 'krishna', 'said', 'surgeri', 'teen', 'blood', 'pressur', 'drop', 'danger', 'num', 'num', 'blood', 'flow', 'parasit', 'twin', 'doctor', 'said', 'prepar', 'swiftli', 'stabilis', 'teen', 'discharg', 'four', 'day', 'admit', 'healthi', 'suffer', 'complic', 'surgeri', 'dr', 'krishna', 'say', 'teenag', 'unusu', 'appear', 'made', 'subject', 'gossip', 'ridicul', 'neighbourhood', 'unnao', 'uttar', 'pradesh', 'stare', 'joke', 'took', 'toll', 'mental', 'health', 'leav', 'feel', 'isol', 'lone', 'could', 'travel', 'anywher', 'physic', 'activ', 'told', 'indian', 'express', 'newspap', 'ad', 'drop', 'school', 'eighth', 'grade', 'num', 'told', 'express', 'ecstat', 'want', 'live', 'activ', 'life', 'hope', 'studi', 'get', 'job', 'new', 'world', 'open', 'said']",,,,indian doctors remove teen's 'parasitic' twin in rare surgery,"cherylann mollan, bbc news, mumbai",,,,,,,1
,,,reliable,,"['foodi', 'china', 'reportedli', 'flock', 'unlik', 'destin', 'funer', 'home', 'noodl', 'dish', 'serv', 'canteen', 'went', 'viral', 'social', 'media', 'dish', 'found', 'erlong', 'funer', 'home', 'southwestern', 'provinc', 'guizhou', 'canteen', 'cater', 'funer', 'home', 'custom', 'word', 'began', 'spread', 'noodl', 'hord', 'diner', 'pose', 'mourner', 'began', 'show', 'tri', 'food', 'erlong', 'sinc', 'announc', 'allow', 'member', 'public', 'eat', 'premis', 'long', 'disturb', 'genuin', 'mourner', 'funer', 'home', 'offer', 'variou', 'type', 'noodl', 'dish', 'breakfast', 'supper', 'hour', 'cost', 'num', 'yuan', 'per', 'bowl', 'num', 'num', 'popular', 'type', 'reportedli', 'noodl', 'top', 'minc', 'pork', 'peanut', 'one', 'erlong', 'worker', 'told', 'jiupai', 'news', 'serv', 'custom', 'come', 'funer', 'home', 'handl', 'matter', 'peopl', 'sneak', 'get', 'bowl', 'noodl', 'worker', 'said', 'ad', 'sometim', 'queue', 'erlong', 'long', 'diner', 'sometim', 'wait', 'coupl', 'hour', 'get', 'food', 'peopl', 'pretend', 'rel', 'deceas', 'hard', 'tell', 'apart', 'get', 'crowd', 'hard', 'manag', 'said', 'meet', 'demand', 'funer', 'home', 'sinc', 'decid', 'offer', 'num', 'bowl', 'noodl', 'member', 'public', 'everi', 'day', 'free', 'long', 'affect', 'peopl', 'mourn', 'accord', 'erlong', 'chef', 'interview', 'local', 'media', 'noodl', 'dish', 'alreadi', 'popular', 'among', 'local', 'craze', 'appear', 'ramp', 'earlier', 'month', 'social', 'media', 'user', 'post', 'dish', 'visit', 'friend', 'guizhou', 'known', 'spici', 'sour', 'dish', 'friend', 'say', 'food', 'funer', 'home', 'good', 'wrote', 'earlier', 'month', 'xiaohongshu', 'also', 'known', 'rednot', 'queue', 'food', 'longer', 'queue', 'lay', 'flower', 'deceas', 'get', 'eat', 'noodl', 'friend', 'mum', 'know', 'anyon', 'hold', 'funer', 'servic', 'sinc', 'mani', 'chines', 'social', 'media', 'user', 'also', 'share', 'experi', 'eat', 'noodl', 'douyin', 'chines', 'version', 'tiktok', 'one', 'user', 'share', 'photo', 'dine', 'hall', 'ticket', 'appear', 'crowd', 'queu', 'food', 'heard', 'noodl', 'good', 'wrote', 'thought', 'short', 'life', 'got', 'anoth', 'bowl']",,,,chinese foodies pose as mourners to try funeral home's noodles,"koh ewe, bbc news",,,,,,,1
,,,reliable,,"['india', 'home', 'num', 'billion', 'peopl', 'around', 'billion', 'lack', 'money', 'spend', 'discretionari', 'good', 'servic', 'new', 'report', 'estim', 'countri', 'consum', 'class', 'effect', 'potenti', 'market', 'busi', 'owner', 'big', 'mexico', 'num', 'num', 'million', 'peopl', 'accord', 'report', 'blume', 'ventur', 'ventur', 'capit', 'firm', 'anoth', 'num', 'million', 'emerg', 'aspir', 'consum', 'reluct', 'spender', 'begun', 'open', 'purs', 'string', 'digit', 'payment', 'make', 'easi', 'transact', 'consum', 'class', 'asia', 'third', 'largest', 'economi', 'widen', 'much', 'deepen', 'accord', 'report', 'basic', 'mean', 'india', 'wealthi', 'popul', 'realli', 'grow', 'number', 'even', 'though', 'alreadi', 'rich', 'get', 'even', 'wealthier', 'shape', 'countri', 'consum', 'market', 'distinct', 'way', 'particularli', 'acceler', 'trend', 'premiumis', 'brand', 'drive', 'growth', 'doubl', 'expens', 'upgrad', 'product', 'cater', 'wealthi', 'rather', 'focus', 'offer', 'evid', 'zoom', 'sale', 'gate', 'hous', 'premium', 'phone', 'even', 'variant', 'struggl', 'afford', 'home', 'constitut', 'num', 'india', 'overal', 'market', 'compar', 'num', 'five', 'year', 'ago', 'brand', 'good', 'also', 'captur', 'bigger', 'share', 'market', 'experi', 'economi', 'boom', 'expens', 'ticket', 'concert', 'intern', 'artist', 'like', 'coldplay', 'ed', 'sheeran', 'sell', 'like', 'hot', 'cake', 'compani', 'adapt', 'shift', 'thrive', 'sajith', 'pai', 'one', 'report', 'author', 'told', 'bbc', 'focus', 'mass', 'end', 'product', 'mix', 'exposur', 'premium', 'end', 'lost', 'market', 'share', 'report', 'find', 'bolster', 'view', 'india', 'recoveri', 'rich', 'got', 'richer', 'poor', 'lost', 'purchas', 'power', 'fact', 'structur', 'trend', 'began', 'even', 'pandem', 'india', 'get', 'increasingli', 'unequ', 'top', 'num', 'indian', 'hold', 'num', 'nation', 'incom', 'compar', 'num', 'num', 'bottom', 'half', 'seen', 'share', 'nation', 'incom', 'fall', 'num', 'num', 'latest', 'consumpt', 'slump', 'howev', 'deepen', 'amid', 'destruct', 'purchas', 'power', 'also', 'precipit', 'drop', 'financi', 'save', 'surg', 'indebted', 'among', 'mass', 'countri', 'central', 'bank', 'also', 'crack', 'easi', 'unsecur', 'lend', 'prop', 'demand', 'covid', 'pandem', 'much', 'consumpt', 'spend', 'emerg', 'aspir', 'class', 'indian', 'led', 'borrow', 'turn', 'tap', 'definit', 'impact', 'consumpt', 'say', 'pai', 'short', 'run', 'two', 'thing', 'expect', 'help', 'boost', 'spend', 'rural', 'demand', 'back', 'record', 'harvest', 'num', 'billion', 'tax', 'recent', 'conclud', 'budget', 'dramat', 'could', 'boost', 'india', 'gdp', 'larg', 'driven', 'consumpt', 'half', 'percent', 'say', 'pai', 'major', 'headwind', 'remain', 'india', 'middl', 'class', 'major', 'engin', 'consum', 'demand', 'squeez', 'wage', 'pretti', 'much', 'stay', 'flat', 'accord', 'data', 'compil', 'marcellu', 'invest', 'manag', 'middl', 'num', 'india', 'popul', 'seen', 'incom', 'stagnat', 'absolut', 'term', 'past', 'decad', 'impli', 'halv', 'incom', 'real', 'term', 'adjust', 'inflat', 'say', 'report', 'publish', 'januari', 'financi', 'hammer', 'decim', 'middl', 'class', 'save', 'rbi', 'reserv', 'bank', 'india', 'repeatedli', 'highlight', 'net', 'financi', 'save', 'indian', 'household', 'approach', 'num', 'low', 'pound', 'suggest', 'product', 'servic', 'associ', 'household', 'spend', 'like', 'face', 'rough', 'time', 'year', 'ahead', 'add', 'marcellu', 'report', 'also', 'point', 'urban', 'job', 'becom', 'harder', 'come', 'artifici', 'intellig', 'autom', 'cleric', 'secretari', 'routin', 'work', 'number', 'supervisor', 'employ', 'manufactur', 'unit', 'percentag', 'employ', 'india', 'gone', 'significantli', 'add', 'govern', 'recent', 'econom', 'survey', 'flag', 'concern', 'well', 'say', 'labour', 'displac', 'result', 'technolog', 'advanc', 'particular', 'concern', 'mainli', 'economi', 'like', 'india', 'signific', 'share', 'workforc', 'employ', 'low', 'servic', 'sector', 'prone', 'disrupt', 'india', 'also', 'economi', 'thu', 'fall', 'consumpt', 'result', 'displac', 'workforc', 'bound', 'macroeconom', 'implic', 'project', 'materialis', 'could', 'potenti', 'set', 'countri', 'econom', 'growth', 'trajectori', 'cours', 'survey', 'say', 'follow', 'bbc', 'news', 'india', 'instagram', 'youtub', 'twitter', 'facebook']",,,,billion indians have no spending money - report,"nikhil inamdar, bbc news, mumbai, @nik_inamdar",,,,,,,1
,,,reliable,,"['want', 'hous', 'pay', 'debt', 'decid', 'sell', 'kidney', 'say', 'zeya', 'farm', 'worker', 'myanmar', 'price', 'soar', 'militari', 'coup', 'num', 'trigger', 'civil', 'war', 'could', 'bare', 'feed', 'young', 'famili', 'badli', 'debt', 'live', 'hous', 'villag', 'thatch', 'hous', 'line', 'dirt', 'road', 'hour', 'drive', 'countri', 'largest', 'citi', 'yangon', 'zeya', 'whose', 'name', 'chang', 'conceal', 'ident', 'knew', 'local', 'peopl', 'sold', 'one', 'kidney', 'look', 'healthi', 'say', 'start', 'ask', 'around', 'one', 'eight', 'peopl', 'area', 'told', 'bbc', 'burmes', 'sold', 'kidney', 'travel', 'india', 'illeg', 'organ', 'trade', 'problem', 'across', 'asia', 'zeya', 'stori', 'give', 'insight', 'take', 'place', 'buy', 'sell', 'human', 'organ', 'illeg', 'myanmar', 'india', 'zeya', 'say', 'soon', 'found', 'man', 'describ', 'broker', 'say', 'man', 'arrang', 'medic', 'test', 'week', 'later', 'told', 'potenti', 'recipi', 'burmes', 'woman', 'found', 'could', 'travel', 'india', 'surgeri', 'india', 'donor', 'recipi', 'close', 'rel', 'must', 'demonstr', 'motiv', 'altruist', 'explain', 'relationship', 'zeya', 'say', 'broker', 'forg', 'document', 'everi', 'household', 'myanmar', 'must', 'list', 'detail', 'famili', 'member', 'broker', 'put', 'name', 'recipi', 'famili', 'tree', 'explain']",,,,myanmar villagers reveal 'desperate' illegal kidney sales,bbc burmese,,,,,,,1
,,,reliable,,"['author', 'southern', 'indian', 'state', 'telangana', 'race', 'time', 'save', 'eight', 'construct', 'worker', 'trap', 'insid', 'tunnel', 'num', 'hour', 'around', 'num', 'worker', 'work', 'insid', 'num', 'km', 'num', 'tunnel', 'locat', 'nagarkurnool', 'district', 'part', 'roof', 'cave', 'earli', 'saturday', 'morn', 'offici', 'say', 'num', 'manag', 'come', 'safe', 'effort', 'reach', 'remain', 'eight', 'men', 'face', 'repeat', 'setback', 'due', 'loos', 'soil', 'mud', 'slush', 'insid', 'tunnel', 'also', 'unabl', 'establish', 'contact', 'trap', 'men', 'provid', 'oxygen', 'essenti', 'suppli', 'jupal', 'krishna', 'rao', 'state', 'minist', 'overse', 'rescu', 'effort', 'told', 'pti', 'news', 'agenc', 'chanc', 'surviv', 'remot', 'monday', 'expert', 'team', 'miner', 'peopl', 'train', 'narrow', 'tunnel', 'navig', 'arriv', 'clear', 'debri', 'get', 'worker', 'team', 'sucess', 'rescu', 'num', 'construct', 'worker', 'trap', 'tunnel', 'landslid', 'himalayan', 'state', 'uttarakhand', 'num', 'approxim', 'num', 'km', 'excav', 'complet', 'far', 'roughli', 'num', 'km', 'remain', 'offici', 'said', 'tuesday', 'rescuer', 'use', 'train', 'get', 'point', 'need', 'climb', 'conveyor', 'belt', 'remov', 'debri', 'report', 'say', 'also', 'continu', 'pump', 'water', 'ensur', 'oxygen', 'suppli', 'within', 'tunnel', 'rough', 'terrain', 'region', 'slow', 'rescu', 'effort', 'continu', 'famili', 'trap', 'worker', 'daili', 'wage', 'worker', 'anxious', 'wait', 'news', 'love', 'one', 'hope', 'time', 'son', 'come', 'back', 'safe', 'never', 'send', 'away', 'earn', 'said', 'rampratap', 'sahu', 'resid', 'jharkhand', 'state', 'other', 'express', 'anger', 'author', 'let', 'famili', 'member', 'come', 'harm', 'way', 'send', 'men', 'work', 'knew', 'risk', 'involv', 'project', 'ask', 'jaspreet', 'kaur', 'whose', 'brother', 'among', 'trap']",,,,race against time to save eight indian workers trapped inside tunnel,"balla satish, bbc telugu, zoya mateen, bbc news",,,,,,,1
,,,reliable,,"['num', 'bangladeshi', 'deleg', 'polit', 'leader', 'civil', 'societi', 'activist', 'academ', 'journalist', 'begun', 'num', 'visit', 'china', 'talk', 'chines', 'govern', 'offici', 'senior', 'member', 'rule', 'communist', 'parti', 'deleg', 'leader', 'confirm', 'bbc', 'analyst', 'say', 'china', 'make', 'overtur', 'diplomat', 'tension', 'risen', 'bangladesh', 'india', 'rang', 'issu', 'includ', 'oust', 'bangladeshi', 'leader', 'sheikh', 'hasina', 'live', 'exil', 'india', 'dhaka', 'request', 'extradit', 'delhi', 'refus']",,,,bangladesh wooed by china as ties with india fray,"ethirajan anbarasan, bbc world service, south asia editor, reporting fromlondon",,,,,,,1
,,,reliable,,"['roar', 'crowd', 'face', 'paint', 'blue', 'green', 'flag', 'wave', 'like', 'battl', 'standard']",,,,is india v pakistan still cricket's greatest rivalry?,"soutik biswas, india correspondent•@soutikbbc, •",,,,,,,1
,,,reliable,,"['taliban', 'told', 'bbc', 'endeavour', 'releas', 'two', 'british', 'nation', 'arrest', 'held', 'afghanistan', 'soon', 'possibl', 'peter', 'reynold', 'num', 'wife', 'barbi', 'num', 'arrest', 'num', 'februari', 'return', 'home', 'countri', 'bamiyan', 'provinc', 'american', 'nation', 'afghan', 'also', 'arrest', 'alongsid', 'coupl', 'spokesperson', 'ministri', 'interior', 'affair', 'said', 'uk', 'foreign', 'offic', 'said', 'monday', 'support', 'famili']",,,,taliban says it will try to release british couple as soon as possible,"maia davies, bbc news",,,,,,,1
,,,reliable,,"['india', 'uk', 'restart', 'free', 'trade', 'talk', 'nearli', 'year', 'negoti', 'paus', 'ahead', 'gener', 'elect', 'countri', 'jonathan', 'reynold', 'uk', 'busi', 'trade', 'secretari', 'met', 'indian', 'counterpart', 'piyush', 'goyal', 'delhi', 'monday', 'kick', 'discuss', 'talk', 'focus', 'advanc', 'negoti', 'ensur', 'deal', 'balanc', 'ambiti', 'mutual', 'benefici', 'goyal', 'wrote', 'countri', 'held', 'dozen', 'round', 'negoti', 'sinc', 'num', 'agreement', 'remain', 'reach', 'stick', 'point', 'includ', 'high', 'tariff', 'india', 'scotch', 'whiski', 'relax', 'fee', 'visa', 'rule', 'indian', 'student', 'profession', 'go', 'uk', 'talk', 'held', 'first', 'time', 'labour', 'parti', 'came', 'power', 'uk', 'reynold', 'say', 'secur', 'deal', 'top', 'prioriti', 'govern', 'growth', 'guid', 'principl', 'trade', 'negoti', 'india', 'excit', 'opportun', 'offer', 'vibrant', 'market', 'said', 'statement', 'ahead', 'meet', 'india', 'forecast', 'becom', 'world', 'economi', 'year', 'minist', 'held', 'joint', 'press', 'confer', 'meet', 'neither', 'side', 'offer', 'deadlin', 'talk', 'conclud', 'deadlin', 'set', 'former', 'minist', 'bori', 'johnson', 'liz', 'truss', 'pass', 'without', 'agreement', 'finalis', 'delhi', 'trade', 'talk', 'assum', 'renew', 'signific', 'back', 'us', 'presid', 'donald', 'trump', 'decis', 'impos', 'reciproc', 'tariff', 'import', 'good', 'countri', 'includ', 'india', 'uk', 'also', 'trade', 'partner', 'prime', 'minist', 'narendra', 'modi', 'govern', 'ambiti', 'target', 'grow', 'export', 'num', 'trillion', 'fy', 'num', 'uk', 'announc', 'novemb', 'last', 'year', 'soon', 'sir', 'keir', 'starmer', 'met', 'pm', 'modi', 'g', 'num', 'summit', 'brazil', 'talk', 'would', 'restart', 'new', 'year', 'two', 'countri', 'share', 'trade', 'relationship', 'worth', 'num', 'bn', 'num', 'bn', 'current', 'accord', 'uk', 'govern', 'statement', 'trade', 'deal', 'could', 'unlock', 'new', 'opportun', 'countri', 'london', 'identifi', 'sector', 'could', 'benefit', 'includ', 'advanc', 'manufactur', 'clean', 'energi', 'profession', 'trade', 'servic', 'agreement', 'could', 'also', 'potenti', 'unlock', 'valuabl', 'market', 'british', 'car', 'scotch', 'whiski', 'financi', 'servic', 'worth', 'billion', 'dollar', 'india', 'seek', 'greater', 'mobil', 'work', 'profession', 'student', 'uk', 'push', 'faster', 'visa', 'process', 'time', 'may', 'also', 'seek', 'concess', 'resid', 'work', 'temporarili', 'uk', 'busi', 'visa', 'requir', 'pay', 'nation', 'insur', 'still', 'inelig', 'social', 'benefit', 'speak', 'joint', 'confer', 'goyal', 'said', 'immigr', 'part', 'discuss', 'india', 'never', 'ever', 'discuss', 'immigr', 'free', 'trade', 'negoti', 'said', 'reynold', 'ad', 'busi', 'mobil', 'separ', 'issu', 'immigr', 'reynold', 'visit', 'goyal', 'also', 'visit', 'bt', 'offic', 'northern', 'indian', 'citi', 'gurugram', 'uk', 'invest', 'minist', 'poppi', 'gustafsson', 'also', 'india', 'particip', 'event', 'india', 'two', 'big', 'busi', 'hub', 'mumbai', 'bengaluru', 'year', 'sceptic', 'free', 'trade', 'deal', 'india', 'sign', 'agreement', 'talk', 'sever', 'countri', 'bloc', 'last', 'year', 'sign', 'num', 'bn', 'free', 'trade', 'agreement', 'european', 'free', 'trade', 'associ', 'group', 'four', 'european', 'countri', 'member', 'european', 'union', 'almost', 'num', 'year', 'negoti', 'also', 'set', 'resum', 'negoti', 'european', 'union', 'year', 'follow', 'bbc', 'news', 'india', 'instagram', 'youtub', 'twitter', 'facebook']",,,,uk and india relaunch trade talks in delhi,"nikita yadav, bbc news, delhi",,,,,,,1
,,,reliable,,"['new', 'zealand', 'commerc', 'minist', 'andrew', 'bayli', 'resign', 'govern', 'minist', 'place', 'hand', 'staff', 'member', 'upper', 'arm', 'last', 'week', 'describ', 'overbear', 'behaviour', 'bayli', 'said', 'monday', 'deepli', 'sorri', 'incid', 'describ', 'argument', 'anim', 'discuss', 'remain', 'member', 'parliament', 'resign', 'come', 'criticis', 'last', 'octob', 'call', 'wineri', 'worker', 'loser', 'includ', 'put', 'finger', 'l', 'shape', 'forehead', 'allegedli', 'use', 'explet', 'direct', 'later', 'issu', 'public', 'apolog', 'mani', 'know', 'impati', 'drive', 'chang', 'ministeri', 'portfolio', 'bayli', 'said', 'statement', 'announc', 'resign', 'last', 'week', 'anim', 'discuss', 'staff', 'member', 'work', 'took', 'discuss', 'far', 'place', 'hand', 'upper', 'arm', 'inappropri', 'said', 'complaint', 'made', 'would', 'elabor', 'exactli', 'happen', 'bayli', 'resign', 'last', 'friday', 'new', 'zealand', 'prime', 'minist', 'christoph', 'luxon', 'later', 'told', 'press', 'confer', 'ad', 'incid', 'happen', 'three', 'day', 'earlier', 'num', 'februari', 'luxon', 'said', 'monday', 'govern', 'handl', 'issu', 'within', 'week', 'pretti', 'quick', 'pretti', 'impress', 'deni', 'ask', 'bayli', 'step', 'follow', 'octob', 'wineri', 'incid', 'said', 'never', 'say', 'never', 'ask', 'way', 'back', 'num', 'anoth', 'cabinet', 'posit', 'howev', 'labour', 'leader', 'chri', 'hipkin', 'criticis', 'luxon', 'incred', 'weak', 'say', 'incid', 'staff', 'member', 'drag', 'weekend', 'christoph', 'luxon', 'set', 'bar', 'ministeri', 'behaviour', 'low', 'would', 'almost', 'imposs', 'get', 'told', 'report', 'monday', 'bayli', 'said', 'talk', 'famili', 'would', 'difficulti', 'speak', 'media', 'earlier', 'first', 'elect', 'new', 'zealand', 'parliament', 'num', 'mp', 'current', 'rule', 'nation', 'parti', 'appoint', 'minist', 'commerc', 'consum', 'affair', 'minist', 'small', 'busi', 'manufactur', 'minist', 'statist', 'follow', 'luxon', 'elect', 'late', 'num', 'also', 'appoint', 'minist', 'acc', 'nation', 'accident', 'injuri', 'compens', 'scheme', 'follow', 'cabinet', 'reshuffl', 'earlier', 'year', 'join', 'polit', 'bayli', 'work', 'financ', 'industri', 'luxon', 'said', 'scott', 'simpson', 'nation', 'senior', 'whip', 'would', 'take', 'acc', 'commerc', 'consum', 'affair', 'portfolio', 'bayli', 'first', 'minist', 'resign', 'accord', 'pm', 'luxon', 'whose', 'favour', 'dip', 'consider', 'accord', 'recent', 'poll', 'num', 'poll', 'strategi', 'poll', 'show', 'coalit', 'govern', 'lose', 'support', 'among', 'voter', 'govern', 'recent', 'come', 'fire', 'polici', 'seen', 'includ', 'introduct', 'bill', 'mani', 'argu', 'undermin', 'māori', 'right', 'dissolut', 'māori', 'health', 'author', 'set', 'last', 'labour', 'govern', 'tri', 'creat', 'greater', 'health', 'equal']",,,,nz minister resigns after he 'placed hand' on staff's arm,"koh ewe, reporting fromsingapore, kathryn armstrong, reporting fromlondon",,,,,,,1
