,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary,source,label
,,,reliable,,"Newly released-footage shows the moment Firefly Aerospace's Blue Ghost became the first commercial spacecraft to successfully land on the Moon. It touched down in the Mare Crisium basin, located in the north-east quadrant of the Moon, on 2 March. Blue Ghost left Earth on 15 January, with the intention of exploring the Sea of Crises, and is the latest collaboration between US space agency Nasa and private companies.",,,,Moment Blue Ghost spacecraft landed on the Moon,No author available,,,,,,,1
,,,reliable,,"Three men are feared dead after being hit by a massive avalanche while on a backcountry heli-skiing trip in the US state of Alaska, say officials. Officials believe the party is buried in up to 100ft (30m) of snow, but no bodies have yet been recovered after Tuesday afternoon's incident in the Chugach mountains about 40 miles (65km) east of Anchorage. The skiers, who have not yet been identified, were flown in by helicopter as part of a commercially guided trip, according to Alaska State Troopers. A fourth person in the group reportedly escaped the disaster. If the deaths are confirmed, this would be the deadliest US avalanche since three climbers died in Washington state's Cascade mountains in 2023. ""We are sorry to report an avalanche resulting in multiple fatalities in the west fork of the Twentymile River yesterday afternoon,"" the Chugach National Forest Avalanche Information Center said on Wednesday. ""Details on this accident are still emerging, and we will share more information as it becomes available. Our sincere condolences go out to the friends and families of those involved."" Alaska State Troopers said the skiers had all come from other states to the mountain near Girdwood, close to Alaska's largest resort, Alyeska. A spokeswoman for Chugach Powder Guides, which took the men on the excursion, told the Anchorage Daily News that witnesses had seen all three deploy their avalanche airbags, devices that inflate to help skiers stay on the surface of a snowslide. The avalanche is estimated to have been about half a mile long, sliding about 2,000ft down the peak. Using beacons, which transmit a radio signal to rescuers in the event of an avalanche burial, guides were able to locate ""a probable area where skiers were buried between 40ft and nearly 100ft deep"". ""The guides were unable to recover the three skiers due to the depth,"" the statement says. The rescue was called off due to limited daylight and because storms were expected to bring more snow and wind, heightening the risk of another avalanche. Each winter, between 25 and 30 people die in avalanches in the US, says the National Avalanche Center.",,,,Three heli-skiers feared dead in Alaska mountain avalanche,"Max Matza, BBC News, Seattle",,,,,,,1
,,,reliable,,"Republicans will move forward with their vote to punish the Texas Democrat who was ejected from Congress for disrupting President Donald Trump's chamber address on Tuesday. Congressman Al Green's fellow Democrats attempted to block the vote to censure the 77-year-old, with some arguing his decision to stand, wave his cane and heckle Trump was a legitimate act of protest. All Democrats voted to table the censure vote, but their motion failed to overcome Republicans' thin majority - 209-211-1. Green voted present. Even when facing punishment in the House, Green said his protest was ""worth it to let people know that there are some people who are going to stand up"" to Trump. Republican congressman Dan Newhouse of Washington introduced a resolution on Wednesday to censure Green, which would mean a formal reprimand for breaching chamber decorum. A vote is expected in the Republican-controlled House of Representatives on Thursday. White House press secretary Karoline Leavitt called the behaviour of Green and other Democrats who also jeered at the president ""completely disgraceful"". But Green's actions were greeted by some on the left as a welcome sign that Democratic lawmakers were willing to fight Trump after the party's resounding election defeat in November. ""When security searched [Green], they found that he smuggled a spine,"" anti-racism activist and author Ibram X Kendi posted on Instagram to his over one million followers. But Green's behaviour also seemed to illustrate Democrats' uneven response to the Trump administration, which has frustrated many of its supporters as the president moves quickly to enact his agenda. Since re-entering the Oval Office, the president has signed dozens of executive orders, moved to fire thousands of federal employees, and banned diversity, equity and inclusion programmes from the government. The frenzy of activity has dismayed many Democratic voters, 65% of whom said the party's congressional lawmakers should oppose Trump ""as much as possible"", according to a February poll by the BBC's partner CBS News and YouGov. Hours before Trump's address on Tuesday, members of the Congressional Black Caucus held a packed news conference in a tiny room on Capitol Hill to discuss how to oppose the White House. Another Texas congressman, Sylvester Turner, who died on Wednesday morning after a medical emergency, was one of those crammed inside, where sleeves were rolled up and expletives unleashed. Though he was not present at the meeting, Green is also a CBC member. ""We recognise that this is an unprecedented moment,"" Rep Sydney Kamlager-Dove of California said. ""These are not normal times, and the black caucus is not interested in being predictable or polite in this moment,"" she added.",,,,Democrats fail to block vote to punish Al Green for heckling Trump,"Brandon Drenon, BBC News, Washington DC",,,,,,,1
,,,reliable,,"An alleged thief in Florida swallowed stolen earrings worth more than half a million dollars moments before police took him into custody last week. Orlando police have accused the man, 32-year-old Jaythan Gilder, of lying to Tiffany & Co. employees in a Florida store by telling them he represented ""a professional athlete"", which led employees to show him ""several high-value pieces"". Mr Gilder then allegedly stole the earrings and ran out of the store. When officers caught up with him later that day, they saw Mr Gilder ""swallowing several objects believed to be the stolen earrings,"" police said. Mr Gilder allegedly attempted to steal two pairs of earrings worth $769,500 (£597,000), as well as a diamond ring that he supposedly dropped as he fled the store. Police later released an x-ray that appeared to show an individual's abdomen with a foreign object inside. When asked by the BBC, Orlando Police did not say whether they had retrieved the jewellery. Police also said Mr Gilder has stolen from Tiffany & Co before, robbing a Texas store in 2022. There are 48 separate warrants out for his arrest in nearby Colorado, as well. Police charged Mr Gilder with robbery with a mask and grand theft in the first degree, involving stolen goods valued at more than $100,000. He is presumed innocent until proven guilty in court.",,,,Man swallows stolen Tiffany earrings before police arrest him,"Ana Faguy, BBC News",,,,,,,1
,,,reliable,,"Tornadoes tore through areas of Oklahoma as part of a swath of severe weather that hit the state. CCTV cameras at a veterinary clinic in Hugo show the roof of a building ripped away, while neighbourhoods in Ada were heavily damaged.",,,,Watch: Moment tornado rips roof off building in Oklahoma,No author available,,,,,,,1
,,,reliable,,"The US Supreme Court has rejected a request by the Trump administration to withhold nearly $2bn (£1.6bn) in payments to foreign aid organisations for work they have already performed for the government. On Wednesday, the top court upheld a lower court ruling ordering the administration to release the funds to contractors and grant recipients of the US Agency for International Development and the State Department. Since taking office, President Donald Trump has cut numerous aid programmes and placed most USAID staff on leave or dismissed them. Aid agencies argue these actions have jeopardised life-saving operations worldwide. Last month District Judge Amir Ali had ordered the State Department and USAID to pay the bills to contractors for the work already done by midnight on 26 February. As the deadline approached, the Trump administration sought an emergency relief from the Supreme Court, arguing it was impossible to process claims in an orderly fashion in such a short period of time. Supreme Court Chief Justice John Roberts issued a brief administrative stay, before the full court acted on President Trump's request. On Wednesday, the top court in a narrow 5-4 decision declined to halt the lower court order that required the Trump administration to release the payment. The court said that Judge Ali's deadline for the immediate payment had now passed, and the district court should ""clarify what obligations"" the administration must fulfil to comply the order. Conservative Justices Samuel Alito, Clarence Thomas, Neil Gorsuch and Brett Kavanaugh dissented with the order. ""Does a single district-court judge who likely lacks jurisdiction have the unchecked power to compel the government of the United States to pay out (and probably lose forever) 2 billion taxpayer dollars?"" Justice Alito wrote in a dissent joined by the three other conservative justices. ""The answer to that question should be an emphatic 'No,' but a majority of this Court apparently thinks otherwise. I am stunned."" The case began when two aid groups challenged Trump's 90-day freeze on foreign assistance. Judge Ali initially paused the cuts while reviewing the case, later ordering payment for completed work after the government failed to comply. Legal proceedings continue, with a district court hearing set for Thursday on contractors' requests for extended relief. The Trump administration, led by billionaire Elon Musk's cost-cutting initiative, aims to shrink the federal workforce. USAID cutbacks have already disrupted global aid efforts, freezing hundreds of programmes in dozens of countries. The US, by far the world's largest humanitarian aid provider, operates in over 60 countries, largely through contractors.",,,,US top court rejects Trump bid to withhold $2bn in foreign aid,"Nadine Yousif, BBC News",,,,,,,1
,,,reliable,,"During an interview with the BBC's Newsnight, Canada's Foreign Minister Mélanie Joly said that she takes Trump's remarks on making Canada the 51st state of his country ""very seriously"". She also said that ""this is not a joke anymore"". Her response comes after Trump's tariffs on Canada and Mexico were implemented on 4 March with Canadian energy facing a 10% tariff.",,,,"Trump's Canada 51st state plan 'is not a joke', says Foreign Minister",No author available,,,,,,,1
,,,reliable,,"US President Donald Trump gave the first speech of his second term to a joint session of Congress on Tuesday. Afterwards, Congress members from both sides of the aisle gave the address opposing reviews.",,,,Watch: US Congress members react to Trump's speech,No author available,,,,,,,1
,,,reliable,,"Canada's Foreign Minister Mélanie Joly has told the BBC she takes US President Donald Trump's remarks on making Canada the 51st state of his country ""very seriously"". ""This is not a joke anymore,"" Joly told Newsnight. ""There's a reason why Canadians, when they go out on a hockey game, are booing the American national anthem... We're insulted. We're mad. We're angry."" Her comments come after Trump imposed 25% tariffs on products entering the US from Canada on Tuesday. Canada's Prime Minister Justin Trudeau called that a ""very dumb thing to do"" and announced retaliatory tariffs. However, US Commerce Secretary Howard Lutnick said Trump would ""probably"" announce a deal to reduce tariffs on Wednesday. In response, Joly told the BBC that ""at the end of the day, the only one that really takes a decision is President Trump"". She said no Trump administration secretaries had contacted their Canadian counterparts on Monday or Tuesday about tariffs. Trump and Trudeau, however, are expected to speak over the phone on Wednesday morning, according to sources who spoke to CNN and the Toronto Star. Trump announced 25% tariffs on Canada and Mexico on 4 February, but delayed implementation until 4 March. Canadian energy imports face a 10% tariff. Ontario Premier Doug Ford implemented a 25% surcharge on electricity exports to three US states, and if tariffs escalated, said he would consider cutting Michigan, New York and Minnesota off from Canadian power. Trump also imposed a 10% tariff on goods worth more than $800 (£645) from China in February, which doubled in March. China responded with its own tariffs. The White House said when it introduced the tariffs that it was ""taking bold action to hold [the three countries] accountable to their promises of halting illegal immigration and stopping poisonous fentanyl and other drugs from flowing into our country"". Fentanyl is linked to tens of thousands of overdose deaths in the US each year. Trudeau said his country was responsible for less than 1% of fentanyl entering the US. Canada had introduced new border security measures in December, in response to Trump's tariff threats before he took office. ""We didn't want this trade war. We did everything that was required under the executive order to make sure our border was safe and secure,"" Joly told the BBC, but said ""this is a bogus excuse on the part of the Trump administration against us"". Joly said Canada was the ""canary in the coal mine"", with the Europeans next, and the UK after that. Trump has threatened 25% tariffs on the European Union as well.",,,,Canada foreign minister takes Trump 51st state line 'very seriously',"Mallory Moench, BBC News",,,,,,,1
,,,reliable,,"In his address to Congress, which ran for more than an hour and a half, President Donald Trump made a series of claims about the state of the US under his predecessor Joe Biden and the achievements of his first weeks in office. He returned to key campaign themes including illegal immigration, rising prices and what he called ""appalling waste"" in government spending. BBC Verify has looked into the facts behind some of his key claims. Trump said he inherited an ""economic catastrophe"" from Biden. This is misleading. The US economy was growing at an annual rate of 2.3% in the final quarter of 2024 under the previous administration. It expanded by 2.8% over 2024 as a whole according to official US statistics. The International Monetary Fund estimates that the US growth rate in 2024 was faster than any other nation in the G7. On rising prices, Trump added ""we suffered the worst inflation in 48 years, but perhaps even in the history of our country"". Inflation under Biden peaked at 9.1% in June 2022 - the highest level since 1981 - so not quite as far back as Trump claimed. The 2022 peak was in the context of high inflation in the rest of the world in the wake of the Covid pandemic and a global energy shock. The inflation rate had dropped to 3% by the time Trump took office. Inflation has also been much higher than 9% at several other points in US history, including the 1940s and 1920s. Trump went on to blame Biden for egg prices, claiming he ""let the price of eggs get out of control"". Prices are high, but this has been linked to a bird flu outbreak in the US. Egg prices rose under Biden in 2023, and in January a dozen eggs averaged over $5, according to the US Department of Agriculture (USDA). That is 53% above the average for the whole of 2024. The USDA has said a bird flu outbreak has led to US farmers having to kill millions of chickens, creating egg shortages, and has announced a $1bn (£780m) plan to help combat the issue. The outbreak started in February 2022 and last year the Biden administration allocated more than $800m to tackle it. The Trump administration recently fired a number of USDA officials who worked on the government's response to bird flu as part of cost-cutting measures by the Department of Government Efficiency (Doge). They are now reportedly attempting to rehire some of them. Trump praised Elon Musk's Department of Government Efficiency (Doge) and claimed the advisory body had found ""hundreds of billions of dollars of fraud"" in federal government spending. No evidence has been provided for this figure. On its official website, Doge states that it has saved an estimated $105bn, from fraud detection, contract and grant cancellations, real estate lease terminations, asset sales, workforce reductions, programmatic changes, and regulatory savings. However, that figure cannot be independently verified as, so far, Doge has only published ""receipts"" for contract, grant and real estate lease cancellations on the website. These add up to about $18.6bn. We have asked the White House for evidence of the remaining $86bn of savings. US media outlets have also highlighted some accounting errors. For example, Doge initially listed its largest saving of $8bn from scrapping an immigration agency contract - it later corrected this to $8m. Speaking about his actions to tackle illegal immigration, Trump said that ""as a result, illegal border crossings last month were by far the lowest ever recorded"". This is true. In February 2025, 8,326 encounters of migrants at the south-west border with Mexico were recorded by US Border Patrol. This is the lowest level since monthly records began in 2000. By comparison, there were 140,641 encounters by US Border Patrol at this border in February last year under Biden. Numbers fell to 47,316 in December 2024.",,,,Fact-checking Trump's address to Congress,"Lucy Gilder, Jake Horton & Ben Chu, BBC Verfiy",,,,,,,1
,,,reliable,,"It's the first night of the Rodeo in Houston, Texas - usually an unmissable event in the city. But gathered at an Irish pub in the suburbs of the city are a group of young Republicans who don't want to miss US President Donald Trump's prime-time address to Congress. About a dozen members of the party have piled into the back room of the pub while Fox News blares on surrounding TV screens. People have come out wearing red, white and blue, with flag pins and scarves to accessorise. Before the speech started, members of the club told me how excited they were to hear Trump's policy proposals. If they had to give him a grade on the first 44 days in office, it was a unanimous ""A+"". ""He's already surpassed all expectations,"" one person told me. As the president took to the podium, the group chatter stopped, but the cheering and laughing did not. Sporting a Trump-Vance baseball cap, Evan Howard, 26, raised his glass every time the President said something he agreed with. And that was a lot. ""He's going to crack down on crime and be tough with cartels. He'll stop a lot of American bloodshed,"" he said. But Evan conceded that, 44 days in, he's not feeling the benefit of President Trump being back in office. At least, not yet, and he's happy to wait. ""I'm not too much better off, to be honest, but I like what he's doing,"" Evan said. ""I see the work that's being done, and I understand that some of these changes that he's putting through are not going to go through right away, and that we will see their effects in the future."" Seated across from Evan was Brittany, who was far less expressive throughout the event than the rest of the table. A 31-year-old black woman, she's new to the Republican Party. ""I think he did great. I thought it was a very unifying message,"" she said. ""He pointed out a lot of things that the Democrats, who I used to feel really connected to at one point, have failed to press on. ""[The Democrats] tend to advocate for certain things that don't really apply to Americans as a whole. Americans are struggling. You have issues with crime, you have people losing their home, you have people becoming homeless. And the liberals want to talk about pronouns."" Mentions of pronouns, gender, and ""wokeness"" garnered a lot of cheers and claps from the crowd on Tuesday night. The boos came every time the cameras panned to Nancy Pelosi, or Democrats holding signs in the crowd, or any lawmaker looking sleepy in the crowd. In her solemn rebuttal speech to Congress, Democratic senator Elissa Slotkin warned US democracy was ""at risk"". ""It's at risk when the president decides you can pick and choose what rules you want to follow, when he ignores court orders and the constitution itself, or when elected leaders stand by and just let it happen,"" she said. She also took aim at the world's richest man, Elon Musk, who she said was combing through Americans' private information with a ""gang of 20-year-olds"" from his White House team known as Doge. But Slotkin's remarks appear to have had little effect on the Republicans gathered in the Texas bar. The only feedback for Trump tonight? Maybe talk about Joe Biden a little less.",,,,Young Republicans cheer Trump on from Texas watch party,"Samantha Granville, BBC News, Reporting fromHouston, Texas",,,,,,,1
,,,reliable,,"Elissa Slotkin, a US Senate Democrat, gave her party's response to Trump's congressional address, taking the new Trump administration to task for bringing with it chaos and recklessness. Early in her remarks, she attacked the White House on the economy and warned that if Trump was ""not careful, he could walk us right into a recession"". Slotkin also took a shot at the Department of Government Efficiency, the cost-cutting project led by Elon Musk, saying change is needed ""but doesn't need to be chaotic or make us less safe"". Speaking from Michigan before a backdrop of US flags, Slotkin was much more concise and much less animated than the president, who regaled Republicans on the House floor for an hour and 40 minutes. She made a quick reference to Democrats' stinging election defeat in November, but then quickly pivoted to Trump. ""Americans made it clear that prices are too high and that government needs to be more responsive to their needs. America wants change,"" she said. ""But there is a responsible way to make change, and a reckless way. And, we can make that change without forgetting who we are as a country, and as a democracy."" Throughout the election, voters frequently said the economy was their number one concern, and Democrats' defeat was blamed on not addressing it sufficiently. Weeks into Trump's presidency, economic concerns remain high, as prices of a number of goods have not dropped, and prices on some items, like eggs, have risen. ""Grocery and home prices are going up, not down – and he hasn't laid out a credible plan to deal with either,"" she said. Slotkin also talked about immigration, another topic where Democrats poll worse than Republicans, highlighting a lack of empathy by the Trump administration toward undocumented immigrants. ""The border without actually fixing our broken immigration system is dealing with the symptom not the disease. America is a nation of immigrants,"" she said. She cited the public berating of Ukrainian President Volodymyr Zelensky on Friday during a meeting withTrump and Vice-President JD Vance, too. ""That scene in the Oval Office wasn't just a bad episode of reality TV. It summed up Trump's whole approach to the world,"" she said. ""He believes in cozying up to dictators like Vladimir Putin and kicking our friends, like Canada, in the teeth."" For many, Tuesday night was their first time meeting Slotkin, who won the US Senate seat in the swing state of Michigan last year. A former Central Intelligence Agency (CIA) analyst, Slotkin became the youngest Democratic woman elected to the Senate at 48, when she won her seat in a state that former Vice-President Kamala Harris lost last November. Slotkin gave her speech after Trump's, which is not a traditional State of the Union address but was expected to serve the same purpose. Senate Democratic Leader Chuck Schumer called Slotkin a ""rising star"" in the party last week as he announced her as the pick to provide the Democratic Party's rebuttal. He said she was ""great on both economic and national security"" topics. Slotkin is new to the Senate, but she served in Congress as a member of Michigan's delegation to the House of Representatives. She was first elected in the Democrats' 2018 wave of success, flipping a Republican seat. Prior to her political career, she held a variety of government jobs. She held national security positions in Presidents George W Bush and Barack Obama's administrations. She served in Bush's National Security Council, and, under Obama, she served as acting assistant secretary of defence for international security affairs and in the State Department. The CIA recruited Slotkin, who is fluent in Arabic and Swahili, shortly after she earned a graduate degree in international affairs at Columbia University in New York City. She served three tours in Iraq as a CIA analyst. The moderate Democrat focused her 2024 Senate campaign on lowering costs for Americans, a move that helped propel her to a narrow victory over former Congressman Mike Rogers, even as Trump won the state. Slotkin is a member of the committees on Armed Forces; Homeland Security and Governmental Affairs; Agriculture, Nutrition and Forestry; and Veterans Affairs.",,,,"Who is Elissa Slotkin, the Democrat who responded to Trump's speech?","Madeline Halpert and Brandon Drenon, BBC News",,,,,,,1
,,,reliable,,"Six weeks into his presidency, Donald Trump came to a US Capitol controlled by his Republican Party to take a lengthy victory lap. ""We have accomplished more in 43 days than most administrations accomplished in four years or eight years, and we are just getting started,"" he told the joint session of Congress. In typical Trumpian hyperbole, he said that ""many"" believed his to be the most successful start to a presidency in US history. He noted what he said was a change in the national mood toward ""pride"" and ""confidence"". He compared himself to George Washington, and boasted about the size of his electoral victory. The whirlwind start to his presidency offered plenty of material for Trump to cover, and he didn't shy away from it. He ticked through a lengthy list of tangible accomplishments – hundreds of executive orders and actions, a freeze on foreign aid, lower levels of illegal border crossing, and the withdrawal from international organisations and agreements. He also spoke at length about his ban on transgender athletes in women's sports and moves to get ""woke ideology"" out of US schools and the military. ""Wokeness is trouble. Wokeness is bad. It's gone, it's gone, and we feel so much better for it, don't we?"" Meanwhile, Democrats – who filled up half the audience in the House chamber – sat in icy silence, as the president repeatedly blamed them, former President Joe Biden and ""radical left lunatics"" for all the nation's ills. Several dozen responded by holding up small black signs with words like ""false"" and ""lies"". The president seemed to enjoy putting the ""bully"" in the presidential bully pulpit. He needled his political adversaries, mocking their refusal to cheer his remarks, dusting off his ""Pocahontas"" nickname for Massachusetts Democratic Senator Elizabeth Warren, and wryly noting that attempts to prosecute him ""didn't work out"" for his opponents. Texas congressman Al Green was not around to see any of that, however. At the very start of Trump's speech, the Democrat had harangued the president, his mostly inaudible comments punctuated with repeated thrusts of his cane. Speaker of the House Mike Johnson called for decorum and the House Sergeant-at-Arms escorted the congressman from the chamber. Green would tell reporters outside the Capitol that he was protesting proposed cuts to the government-run Medicaid health insurance for low-income Americans. After about half an hour of touting his opening actions, Trump turned to the tasks he still needed to accomplish. That made up the bulk of a speech that stretched for more than an hour and 40 minutes. It was standard presidential address fare, and Trump's rhetorical flourishes began to blur together. While he said ""small business optimism"" was up, he blamed Biden for the current state of the economy – including high egg prices. He promised to ""rescue"" the economy and make getting ""dramatic and immediate relief to working families"" his highest priority. He called out Elon Musk in the audience, and said his Department of Government Efficiency (Doge) would reduce inflation by cutting wasteful spending and fraud, prompting him to recite a laundry list of purported examples in foreign aid and other government programmes. Trump leaned heavily into promises of further progress on immigration enforcement and offered an animated defence of his tariff policies, saying that they were ""protecting the soul of our country"", even if most economists warn they will lead to higher prices for American consumers. The president acknowledged that adding a tax on imported goods from Canada, Mexico and China might cause a ""disturbance"" and that US farmers might feel a ""period of indigestion"". But nothing in his comments suggested that he was backing away from a budding trade war that has roiled the stock market in recent days - in fact, he promised to move forward with reciprocal tariffs on all US trade partners next month. Trump once again promised to balance the budget, prompting a round of applause from Republican legislators. He provided no details about the kind of steep cuts such a promise would require, however. In fact, he quickly turned to discussing the tax cuts he hopes Congress will enact – including his campaign promises of no taxes on tips, overtime or Social Security. Any of those, if enacted, would add hundreds of billions of dollars to the current nearly $2tn budget deficit. Foreign policy is rarely front and centre in these presidential addresses, and that was the case this time despite how Trump has shaken up global politics in the first weeks of his second term. He repeated his desire for an American annexation of Greenland, promised American control of the Panama Canal and only made brief mention of Gaza and the Middle East. The president spoke more extensively about negotiating with Russia for peace in Ukraine. And he took pleasure in reading from a letter he said he'd just received from Volodymyr Zelensky - which was similar to a message the Ukrainian leader posted on X earlier in the day.",,,,Trump says he is 'just getting started' in speech to US Congress,"Anthony Zurcher, North America correspondent•@awzurcher, •",,,,,,,1
,,,reliable,,"Representative Al Green was ejected from the House chamber for heckling President Donald Trump during his joint address to Congress on Tuesday night. Green, a Democratic lawmaker from Houston in Texas, stood up and shouted 'Mr President, you don't have a mandate!' just minutes into Trump's address, referring to Medicaid cuts. He was immediately drowned out by Republicans shouting ""U-S-A!,"" before House Speaker Mike Johnson ordered his removal from the chamber. Green is a fierce critic of President Trump, and called for the impeachment of the president during his first term in office. Speaking to reporters after he left the chamber, Green said he is willing to accept whatever punishment he is given for his actions. He doubled down on his message, saying Trump ""has no mandate to cut Medicaid"", and that he is preparing articles to impeach the president. ""This is the richest country in the world, and we have people who don't have good health care. We've got to do better and now we're about to cut Medicaid, which is for [the] poor,"" he said. Medicaid is the programme that helps cover medical costs for those with limited income and resources. It has become one of the biggest issues for Democrats concerned that about reductions to the programme. Trump has said Medicaid won't be affected, but achieving the widespread cuts Republicans promise could be difficult without cutting major social services. Several prominent Democrats such as House Minority Leader Hakeem Jeffries and Senate Minority Leader Chuck Schumer invited Medicaid beneficiaries as guests to the joint address. New York Representative Alexandria Ocasio-Cortez went on Instagram Live after Trump's address, warning that Trump and the Republicans ""are coming for Medicaid"". Green was not the only Democrat who protested in the chamber. Several Democratic women were seen wearing pink dresses in protest of President Trump's policies, saying that rising costs are disproportionately affecting women. Others were seen wearing yellow and blue ties, to show their support for Ukraine, representing the colours of the country's flag. Trump said Monday that he is pausing all military aid to Ukraine, a few days after his spat with Ukrainian counterpart Volodymyr Zelensky in the Oval Office. The Democrats largely remained seated and quiet throughout Trump's address, but some flashed placards with the word 'false' on them in response to some of the president's claims. This is in contrast to Republican lawmakers, who loudly applauded throughout Trump's speech and occasionally burst into 'U-S-A' chants during his speech.",,,,Democrat Al Green ejected from chamber for heckling Trump,"Ali Abbas Ahmadi, BBC News",,,,,,,1
,,,reliable,,"Democratic Senator Elissa Slotkin provided her party's response to President Donald Trump's speech to Congress. During her response, Slotkin recognised that the ""country is going through something right now,"" but said that this isn't the first time that this has happened in history. She then pivoted to one of Trump's favourite talking points, and an area where Democrats typically perform worse in the polls - immigration.",,,,US 'going through something' - Elissa Slotkin delivers Trump rebuttal,No author available,,,,,,,1
,,,reliable,,"US President Donald Trump addressed a joint session of Congress six weeks after beginning his second term in office. In addition to listing his achievements while in office, he made a teenager a US Secret Service agent and reaffirmed his desire for Greenland to become part of the US. Democratic Congressman Al Green was ejected from the chamber for interrupting Trump's speech.",,,,'America is back': Watch highlights from Trump's speech,No author available,,,,,,,1
,,,reliable,,"During his speech to Congress, US President Donald Trump recognised DJ Daniel, a 13 year old in the audience who was diagnosed with brain cancer in 2018 and was only given five months to live then. Trump told him that they're ""going to do you the biggest honour of them all"" by making him an agent of the United States Secret Service.",,,,Moment Trump names 13-year-old cancer survivor a Secret Service agent,No author available,,,,,,,1
,,,reliable,,"In the first few minutes of President Donald Trump's address to Congress, US Representative Al Green (D-TX) was removed from the chamber after shouting at the president.",,,,Watch: Congressman Al Green ejected from chamber after disrupting Trump speech,No author available,,,,,,,1
,,,reliable,,"Thirty officers have been charged in connection with 'gladiator fights' they sometimes 'encouraged' inside a California youth detention centre, the state's attorney general said. Charges against them include child endangerment and abuse, conspiracy, and battery, attorney general Rob Bonta's office announced in a press release on Monday. Officials tallied 69 fights at Los Padrinos Juvenile Hall in Downey, California, from July to December 2023. An investigation into the brawls began after footage from one of the fights was leaked, leading officials to find 143 victims involved, ranging from 12 to 18 years old. Twenty-two of the 30 officers charged were arraigned on Monday, meaning they formally faced their charges in court. The other eight officers are scheduled to be arraigned in April. ""Officers at Los Padrinos Juvenile Hall have a duty to ensure the safety and well-being of those under their care,"" Mr Bonta said in the press release. Instead, he continued, the officers charged were ""overseeing 'gladiator fights' when they should have intervened"". The fights at the youth centre resulted in physical harm to the teens, according to the press release. The leaked video footage - published by the Los Angeles Times in April - shows a teen falling to the ground after sustaining punches and kicks from multiple others. The video shows officers inside standing nearby and watching, and they appear to occasionally laugh and shake hands with the assailants as the fights continue. ""Watching the video, the officers look more like referees or audience members at a prizefight, not adults charged with the care and supervision of young people,"" Mr Bonta said at a press conference on Monday. ""The officers don't step in, don't intervene and don't protect their charges."" The LA County Probation Department, which runs Los Padrinos, said in a statement that it ""fully supports and applauds"" the attorney general's office for the indictments. The department also said that all officers involved are on leave without pay. ""Our department sought the assistance of law enforcement authorities when misconduct was discovered,"" the statement said. ""Since then, we have fully collaborated with our law enforcement partners. At least two of the teens involved have retained a lawyer with plans to sue the county, according to the New York Times. One of the two teens was seen being attacked in the video footage, aged 16 at the time, said the teen's lawyer, Jamal Tooson. Mr Tooson said the other teen he represents was attacked three times in one day at the facility, leaving the client unconscious and with traumatic brain injury.",,,,Officers charged in 'gladiator fights' at California youth detention centre,"Brandon Drenon, BBC News",,,,,,,1
,,,reliable,,"Prime Minister Justin Trudeau slammed Donald Trump's sweeping tariffs on Canada, calling it a ""very dumb thing to do"" and vowed to conduct a ""relentless fight"" to protect its economy. Trump has imposed 25% tariffs on products entering the US from Canada and Mexico, and has increased a levy on goods coming from China. The Canadian prime minister announced retaliatory tariffs on US exports and warned that a trade war would be costly for both countries.",,,,Trudeau hits out at 'dumb' tariffs as Trump warns of further hikes against Canada,"Nadine Yousif, Brandon Drenon and James FitzGerald, BBC News, Toronto, Washington DC and London",,,,,,,1
,,,reliable,,"US President Donald Trump has imposed 25% tariffs on products entering the US from Canada and Mexico and has increased a levy on goods coming from China. Canadian Prime Minister Justin Trudeau announced retaliatory tariffs on US exports and warned that a trade war would be costly for both countries. ""This is a time to hit back hard and to demonstrate that a fight with Canada will have no winners,"" Trudeau said. The BBC spoke to Canadians about the impact tariffs are already having on US relations and their shopping habits. Video by Eloise Alanna",,,,Canadians turn to local goods as Trump tariffs go into effect,No author available,,,,,,,1
,,,reliable,,"US President Donald Trump will deliver a speech to Congress on Tuesday evening, in which he is expected to discuss new US trade tariffs and the war in Ukraine.",,,,Trump to deliver 'big' televised speech to US Congress,"Nadine Yousif, BBC News",,,,,,,1
